Day,Month,Year,Description,Category,Value,Balance
8,5,2010,Anglo restaurant,Eating Out,46,1169
8,5,2010,ATM Cash Withdrawal,General,10,1159
9,5,2010,Pizza Express,Eating Out,26,1133
10,5,2010,South West Trains,Transport,34,1099
10,5,2010,Costa Coffee,Eating Out,2,1097
10,5,2010,Greggs,Eating Out,6,1091
11,5,2010,Costa Coffee,Eating Out,1,1090
11,5,2010,Pret A Manger,Eating Out,7,1083
12,5,2010,Caffe Nero,Eating Out,1,1082
12,5,2010,ATM Cash Withdrawal,General,20,1062
12,5,2010,Tool Tec,,4,1058
13,5,2010,Caffe Nero,Eating Out,1,1057
13,5,2010,ATM Cash Withdrawal,General,10,1047
14,5,2010,Sainsburys,Groceries,78,969
15,5,2010,BRGAS-Electricity,Bills,28,941
15,5,2010,BRGAS-Gas,Bills,37,904
15,5,2010,ATM Cash Withdrawal,General,10,894
15,5,2010,Cheam Service Station,,4,890
16,5,2010,LBS Council Tax,Bills,50,840
17,5,2010,South West Trains,Transport,24,816
17,5,2010,Starbucks Coffee,Eating Out,2,814
18,5,2010,Wild Bean Cafe,Eating Out,1,813
18,5,2010,Pret A Manger,Eating Out,8,805
19,5,2010,Wild Bean Cafe,Eating Out,2,803
19,5,2010,Pret A Manger,Eating Out,4,799
20,5,2010,VIRGIN MEDIA PYMTS,Bills,47,752
21,5,2010,Morrisons,Groceries,48,704
21,5,2010,Starbucks Coffee,Eating Out,2,702
21,5,2010,Pizza Express,Eating Out,29,673
23,5,2010,ATM Cash Withdrawal,General,10,663
24,5,2010,O2,Bills,35,628
24,5,2010,South West Trains,Transport,28,600
24,5,2010,The West Cornwall Pasty Company,Eating Out,7,593
25,5,2010,Wild Bean Cafe,Eating Out,2,591
25,5,2010,The West Cornwall Pasty Company,Eating Out,5,586
26,5,2010,Costa Coffee,Eating Out,2,584
26,5,2010,Pret A Manger,Eating Out,4,580
27,5,2010,Caffe Nero,Eating Out,1,579
27,5,2010,The West Cornwall Pasty Company,Eating Out,8,571
28,5,2010,Waitrose,Groceries,82,489
28,5,2010,Costa Coffee,Eating Out,1,488
28,5,2010,Cheam Service Station,,9,479
31,5,2010,South West Trains,Transport,31,448
1,6,2010,Rhino Sports salary,General,1700,2148
1,6,2010,Caffe Nero,Eating Out,2,2146
1,6,2010,Subway,Eating Out,6,2140
2,6,2010,Caffe Nero,Eating Out,2,2138
2,6,2010,McDonalds,Eating Out,6,2132
2,6,2010,ATM Cash Withdrawal,General,10,2122
3,6,2010,Costa Coffee,Eating Out,1,2121
3,6,2010,Pret A Manger,Eating Out,6,2115
4,6,2010,Waitrose,Groceries,74,2041
4,6,2010,Wild Bean Cafe,Eating Out,2,2039
4,6,2010,Greggs,Eating Out,8,2031
4,6,2010,Dominos Pizza,Eating Out,34,1997
7,6,2010,Cubit and West rent,Rent,550,1447
7,6,2010,South West Trains,Transport,24,1423
7,6,2010,Starbucks Coffee,Eating Out,2,1421
7,6,2010,Pret A Manger,Eating Out,6,1415
8,6,2010,Costa Coffee,Eating Out,1,1414
8,6,2010,Pret A Manger,Eating Out,8,1406
9,6,2010,Wild Bean Cafe,Eating Out,2,1404
9,6,2010,The West Cornwall Pasty Company,Eating Out,6,1398
9,6,2010,ATM Cash Withdrawal,General,10,1388
10,6,2010,McDonalds,Eating Out,7,1381
10,6,2010,Tool Shop,,1,1380
11,6,2010,Sainsburys,Groceries,58,1322
11,6,2010,Costa Coffee,Eating Out,1,1321
11,6,2010,Pret A Manger,Eating Out,6,1315
11,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,1299
11,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,1283
11,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,12,1271
11,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,10,1261
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,15,1246
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,7,1239
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,5,1234
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,7,1227
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,1211
12,6,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,1195
12,6,2010,Pizza Express,Eating Out,41,1154
12,6,2010,ATM Cash Withdrawal,General,10,1144
14,6,2010,South West Trains,Transport,28,1116
14,6,2010,Wild Bean Cafe,Eating Out,2,1114
14,6,2010,Pret A Manger,Eating Out,4,1110
14,6,2010,Paying back James,,6,1104
15,6,2010,BRGAS-Electricity,Bills,21,1083
15,6,2010,BRGAS-Gas,Bills,41,1042
15,6,2010,Starbucks Coffee,Eating Out,1,1041
15,6,2010,ATM Cash Withdrawal,General,20,1021
16,6,2010,LBS Council Tax,Bills,50,971
16,6,2010,Starbucks Coffee,Eating Out,1,970
16,6,2010,Civic Shop,,2,968
17,6,2010,Caffe Nero,Eating Out,2,966
18,6,2010,Morrisons,Groceries,56,910
18,6,2010,Pret A Manger,Eating Out,8,902
19,6,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,45,857
20,6,2010,VIRGIN MEDIA PYMTS,Bills,43,814
21,6,2010,South West Trains,Transport,37,777
21,6,2010,Caffe Nero,Eating Out,2,775
22,6,2010,Caffe Nero,Eating Out,2,773
23,6,2010,Caffe Nero,Eating Out,2,771
23,6,2010,The West Cornwall Pasty Company,Eating Out,6,765
23,6,2010,ATM Cash Withdrawal,General,20,745
23,6,2010,Tool Shop,,2,743
24,6,2010,O2,Bills,33,710
24,6,2010,Starbucks Coffee,Eating Out,1,709
24,6,2010,Chicken Cottage,Eating Out,6,703
25,6,2010,Tescos,Groceries,78,625
25,6,2010,Wild Bean Cafe,Eating Out,2,623
25,6,2010,The West Cornwall Pasty Company,Eating Out,7,616
25,6,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,29,587
25,6,2010,Cheam Service Station,,2,585
26,6,2010,Dominos Pizza,Eating Out,42,543
28,6,2010,South West Trains,Transport,28,515
29,6,2010,Greggs,Eating Out,5,510
30,6,2010,Costa Coffee,Eating Out,2,508
1,7,2010,Rhino Sports salary,General,1700,2208
1,7,2010,Wild Bean Cafe,Eating Out,2,2206
1,7,2010,The West Cornwall Pasty Company,Eating Out,8,2198
2,7,2010,Waitrose,Groceries,66,2132
2,7,2010,Caffe Nero,Eating Out,2,2130
2,7,2010,Pret A Manger,Eating Out,8,2122
2,7,2010,Dominos Pizza,Eating Out,40,2082
3,7,2010,Pizza Express,Eating Out,53,2029
5,7,2010,South West Trains,Transport,27,2002
5,7,2010,Wild Bean Cafe,Eating Out,2,2000
5,7,2010,Chicken Cottage,Eating Out,6,1994
6,7,2010,Starbucks Coffee,Eating Out,2,1992
6,7,2010,The West Cornwall Pasty Company,Eating Out,8,1984
6,7,2010,ATM Cash Withdrawal,General,10,1974
6,7,2010,Tool Shop,,7,1967
7,7,2010,Cubit and West rent,Rent,550,1417
7,7,2010,Caffe Nero,Eating Out,2,1415
7,7,2010,McDonalds,Eating Out,4,1411
8,7,2010,Costa Coffee,Eating Out,1,1410
8,7,2010,Civic Shop,,5,1405
9,7,2010,Tescos,Groceries,54,1351
9,7,2010,Wild Bean Cafe,Eating Out,2,1349
9,7,2010,The West Cornwall Pasty Company,Eating Out,7,1342
9,7,2010,The Grand Pub,Eating Out,13,1329
9,7,2010,The Grand Pub,Eating Out,7,1322
9,7,2010,The Grand Pub,Eating Out,10,1312
9,7,2010,The Grand Pub,Eating Out,12,1300
9,7,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,30,1270
10,7,2010,Heaven Club,Eating Out,8,1262
10,7,2010,Heaven Club,Eating Out,7,1255
10,7,2010,Heaven Club,Eating Out,14,1241
11,7,2010,ATM Cash Withdrawal,General,10,1231
11,7,2010,British Airways,General,118,1113
12,7,2010,South West Trains,Transport,37,1076
13,7,2010,Starbucks Coffee,Eating Out,1,1075
14,7,2010,ATM Cash Withdrawal,General,10,1065
15,7,2010,BRGAS-Electricity,Bills,23,1042
15,7,2010,BRGAS-Gas,Bills,44,998
15,7,2010,Pret A Manger,Eating Out,5,993
16,7,2010,LBS Council Tax,Bills,50,943
16,7,2010,ASDA,Groceries,68,875
16,7,2010,Starbucks Coffee,Eating Out,2,873
16,7,2010,ATM Cash Withdrawal,General,20,853
16,7,2010,Cheam Service Station,,5,848
17,7,2010,Scott's Restaurant,Eating Out,30,818
17,7,2010,ATM Cash Withdrawal,General,20,798
18,7,2010,Pizza Express,Eating Out,29,769
19,7,2010,South West Trains,Transport,33,736
19,7,2010,Wild Bean Cafe,Eating Out,1,735
19,7,2010,Subway,Eating Out,7,728
19,7,2010,ATM Cash Withdrawal,General,10,718
20,7,2010,VIRGIN MEDIA PYMTS,Bills,55,663
20,7,2010,Caffe Nero,Eating Out,1,662
20,7,2010,ATM Cash Withdrawal,General,10,652
21,7,2010,Wild Bean Cafe,Eating Out,2,650
22,7,2010,Costa Coffee,Eating Out,1,649
23,7,2010,Sainsburys,Groceries,63,586
23,7,2010,ATM Cash Withdrawal,General,20,566
23,7,2010,Paying back Julie,,6,560
24,7,2010,O2,Bills,36,524
24,7,2010,Anglo restaurant,Eating Out,47,477
24,7,2010,Paying back Julie,,6,471
25,7,2010,Dominos Pizza,Eating Out,35,436
26,7,2010,South West Trains,Transport,32,404
26,7,2010,Wild Bean Cafe,Eating Out,1,403
26,7,2010,McDonalds,Eating Out,6,397
27,7,2010,Caffe Nero,Eating Out,2,395
27,7,2010,McDonalds,Eating Out,8,387
29,7,2010,Costa Coffee,Eating Out,2,385
29,7,2010,ATM Cash Withdrawal,General,10,375
30,7,2010,Morrisons,Groceries,66,309
30,7,2010,Wild Bean Cafe,Eating Out,1,308
30,7,2010,ATM Cash Withdrawal,General,10,298
31,7,2010,Pizza Express,Eating Out,26,272
31,7,2010,ATM Cash Withdrawal,General,20,252
1,8,2010,Rhino Sports salary,General,1700,1952
2,8,2010,South West Trains,Transport,25,1927
2,8,2010,Caffe Nero,Eating Out,2,1925
3,8,2010,Costa Coffee,Eating Out,1,1924
3,8,2010,Greggs,Eating Out,6,1918
3,8,2010,ATM Cash Withdrawal,General,20,1898
4,8,2010,Chicken Cottage,Eating Out,7,1891
5,8,2010,Wild Bean Cafe,Eating Out,2,1889
5,8,2010,Pret A Manger,Eating Out,4,1885
6,8,2010,Sainsburys,Groceries,66,1819
6,8,2010,Wild Bean Cafe,Eating Out,2,1817
6,8,2010,Chicken Cottage,Eating Out,6,1811
6,8,2010,Heaven Club,Eating Out,11,1800
6,8,2010,Heaven Club,Eating Out,6,1794
6,8,2010,Heaven Club,Eating Out,5,1789
6,8,2010,Heaven Club,Eating Out,12,1777
7,8,2010,Cubit and West rent,Rent,550,1227
7,8,2010,The Grand Pub,Eating Out,7,1220
7,8,2010,The Grand Pub,Eating Out,14,1206
7,8,2010,The Grand Pub,Eating Out,13,1193
7,8,2010,The Grand Pub,Eating Out,5,1188
7,8,2010,The Grand Pub,Eating Out,7,1181
7,8,2010,The Grand Pub,Eating Out,10,1171
7,8,2010,Pizza Express,Eating Out,39,1132
7,8,2010,ATM Cash Withdrawal,General,10,1122
8,8,2010,ATM Cash Withdrawal,General,20,1102
8,8,2010,Tool Tec,,6,1096
9,8,2010,South West Trains,Transport,26,1070
9,8,2010,Subway,Eating Out,6,1064
9,8,2010,ATM Cash Withdrawal,General,10,1054
10,8,2010,The West Cornwall Pasty Company,Eating Out,6,1048
10,8,2010,ATM Cash Withdrawal,General,20,1028
11,8,2010,Caffe Nero,Eating Out,1,1027
11,8,2010,Chicken Cottage,Eating Out,8,1019
12,8,2010,The West Cornwall Pasty Company,Eating Out,7,1012
12,8,2010,ATM Cash Withdrawal,General,20,992
13,8,2010,Morrisons,Groceries,55,937
13,8,2010,Caffe Nero,Eating Out,1,936
13,8,2010,McDonalds,Eating Out,8,928
13,8,2010,Anglo restaurant,Eating Out,31,897
13,8,2010,ATM Cash Withdrawal,General,10,887
13,8,2010,Civic Shop,,3,884
15,8,2010,BRGAS-Electricity,Bills,37,847
15,8,2010,BRGAS-Gas,Bills,39,808
15,8,2010,Scott's Restaurant,Eating Out,28,780
16,8,2010,LBS Council Tax,Bills,50,730
16,8,2010,South West Trains,Transport,26,704
16,8,2010,ATM Cash Withdrawal,General,10,694
17,8,2010,Starbucks Coffee,Eating Out,2,692
17,8,2010,Chicken Cottage,Eating Out,7,685
18,8,2010,Wild Bean Cafe,Eating Out,1,684
18,8,2010,Greggs,Eating Out,5,679
18,8,2010,Paying back Julie,,7,672
19,8,2010,Chicken Cottage,Eating Out,8,664
20,8,2010,VIRGIN MEDIA PYMTS,Bills,56,608
20,8,2010,ASDA,Groceries,60,548
20,8,2010,Starbucks Coffee,Eating Out,1,547
20,8,2010,ATM Cash Withdrawal,General,10,537
21,8,2010,Dominos Pizza,Eating Out,32,505
21,8,2010,Tool Shop,,3,502
22,8,2010,ATM Cash Withdrawal,General,10,492
23,8,2010,South West Trains,Transport,24,468
23,8,2010,Costa Coffee,Eating Out,2,466
24,8,2010,O2,Bills,30,436
24,8,2010,Starbucks Coffee,Eating Out,2,434
25,8,2010,Caffe Nero,Eating Out,2,432
25,8,2010,The West Cornwall Pasty Company,Eating Out,7,425
25,8,2010,ATM Cash Withdrawal,General,10,415
26,8,2010,Caffe Nero,Eating Out,2,413
27,8,2010,Waitrose,Groceries,85,328
27,8,2010,Wild Bean Cafe,Eating Out,2,326
27,8,2010,Subway,Eating Out,7,319
