Day,Month,Year,Description,Category,Value,Balance
23,1,2010,Ministry of Sound ClubXOYO Club,Eating Out,15,207
23,1,2010,Ministry of Sound ClubXOYO Club,Eating Out,9,198
23,1,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,182
23,1,2010,Ministry of Sound ClubXOYO Club,Eating Out,14,168
23,1,2010,Anglo restaurant,Eating Out,56,112
23,1,2010,ATM Cash Withdrawal,General,10,102
24,1,2010,O2,Bills,37,65
25,1,2010,South West Trains,Transport,29,36
25,1,2010,Wild Bean Cafe,Eating Out,2,34
25,1,2010,The West Cornwall Pasty Company,Eating Out,5,29
26,1,2010,Caffe Nero,Eating Out,1,28
26,1,2010,McDonalds,Eating Out,6,22
27,1,2010,Starbucks Coffee,Eating Out,1,21
27,1,2010,Chicken Cottage,Eating Out,8,13
27,1,2010,ATM Cash Withdrawal,General,20,-7
28,1,2010,Subway,Eating Out,4,-11
29,1,2010,ASDA,Groceries,74,-85
29,1,2010,Costa Coffee,Eating Out,1,-86
29,1,2010,Subway,Eating Out,6,-92
29,1,2010,Pizza Express,Eating Out,58,-150
29,1,2010,ATM Cash Withdrawal,General,20,-170
31,1,2010,Scott's Restaurant,Eating Out,44,-214
1,2,2010,Rhino Sports salary,General,1700,1486
1,2,2010,South West Trains,Transport,36,1450
1,2,2010,Starbucks Coffee,Eating Out,1,1449
1,2,2010,The West Cornwall Pasty Company,Eating Out,7,1442
2,2,2010,Starbucks Coffee,Eating Out,1,1441
3,2,2010,Starbucks Coffee,Eating Out,2,1439
3,2,2010,Greggs,Eating Out,6,1433
4,2,2010,Caffe Nero,Eating Out,1,1432
4,2,2010,Subway,Eating Out,7,1425
5,2,2010,Sainsburys,Groceries,62,1363
5,2,2010,Costa Coffee,Eating Out,2,1361
5,2,2010,Subway,Eating Out,6,1355
5,2,2010,Dominos Pizza,Eating Out,40,1315
5,2,2010,ATM Cash Withdrawal,General,20,1295
7,2,2010,Cubit and West rent,Rent,550,745
7,2,2010,ATM Cash Withdrawal,General,20,725
8,2,2010,South West Trains,Transport,34,691
8,2,2010,Caffe Nero,Eating Out,2,689
8,2,2010,The West Cornwall Pasty Company,Eating Out,8,681
9,2,2010,Costa Coffee,Eating Out,2,679
9,2,2010,Pret A Manger,Eating Out,7,672
10,2,2010,Starbucks Coffee,Eating Out,1,671
10,2,2010,McDonalds,Eating Out,5,666
11,2,2010,Wild Bean Cafe,Eating Out,1,665
12,2,2010,ASDA,Groceries,71,594
12,2,2010,Wild Bean Cafe,Eating Out,2,592
15,2,2010,BRGAS-Electricity,Bills,32,560
15,2,2010,BRGAS-Gas,Bills,25,535
15,2,2010,South West Trains,Transport,38,497
15,2,2010,Caffe Nero,Eating Out,2,495
16,2,2010,LBS Council Tax,Bills,50,445
17,2,2010,Starbucks Coffee,Eating Out,1,444
18,2,2010,Starbucks Coffee,Eating Out,2,442
18,2,2010,Chicken Cottage,Eating Out,7,435
19,2,2010,Tescos,Groceries,49,386
19,2,2010,Caffe Nero,Eating Out,1,385
19,2,2010,Subway,Eating Out,8,377
19,2,2010,Pizza Express,Eating Out,25,352
20,2,2010,VIRGIN MEDIA PYMTS,Bills,32,320
20,2,2010,Scott's Restaurant,Eating Out,28,292
22,2,2010,South West Trains,Transport,35,257
22,2,2010,Caffe Nero,Eating Out,2,255
23,2,2010,Caffe Nero,Eating Out,2,253
23,2,2010,The West Cornwall Pasty Company,Eating Out,7,246
24,2,2010,O2,Bills,36,210
24,2,2010,Paying back James,,2,208
25,2,2010,Starbucks Coffee,Eating Out,1,207
25,2,2010,McDonalds,Eating Out,8,199
26,2,2010,Waitrose,Groceries,65,134
26,2,2010,Chicken Cottage,Eating Out,8,126
26,2,2010,Scott's Restaurant,Eating Out,54,72
27,2,2010,Heaven Club,Eating Out,11,61
27,2,2010,Heaven Club,Eating Out,7,54
27,2,2010,Heaven Club,Eating Out,16,38
27,2,2010,Heaven Club,Eating Out,5,33
27,2,2010,Heaven Club,Eating Out,12,21
27,2,2010,Heaven Club,Eating Out,12,9
27,2,2010,Dominos Pizza,Eating Out,38,-29
28,2,2010,ATM Cash Withdrawal,General,20,-49
1,3,2010,Rhino Sports salary,General,1700,1651
1,3,2010,South West Trains,Transport,35,1616
1,3,2010,Wild Bean Cafe,Eating Out,1,1615
2,3,2010,Costa Coffee,Eating Out,2,1613
3,3,2010,Costa Coffee,Eating Out,2,1611
3,3,2010,Chicken Cottage,Eating Out,7,1604
4,3,2010,McDonalds,Eating Out,8,1596
5,3,2010,ASDA,Groceries,76,1520
5,3,2010,Costa Coffee,Eating Out,1,1519
5,3,2010,Greggs,Eating Out,7,1512
5,3,2010,Dominos Pizza,Eating Out,52,1460
6,3,2010,Paying back James,,4,1456
7,3,2010,Cubit and West rent,Rent,550,906
7,3,2010,Anglo restaurant,Eating Out,25,881
7,3,2010,ATM Cash Withdrawal,General,20,861
8,3,2010,South West Trains,Transport,35,826
8,3,2010,Wild Bean Cafe,Eating Out,2,824
8,3,2010,Subway,Eating Out,6,818
8,3,2010,ATM Cash Withdrawal,General,20,798
9,3,2010,Costa Coffee,Eating Out,2,796
9,3,2010,Subway,Eating Out,7,789
9,3,2010,ATM Cash Withdrawal,General,10,779
9,3,2010,Tool Tec,,2,777
10,3,2010,Wild Bean Cafe,Eating Out,2,775
11,3,2010,Costa Coffee,Eating Out,2,773
11,3,2010,The West Cornwall Pasty Company,Eating Out,7,766
12,3,2010,Sainsburys,Groceries,78,688
12,3,2010,Costa Coffee,Eating Out,1,687
12,3,2010,Subway,Eating Out,7,680
12,3,2010,Civic Shop,,3,677
13,3,2010,Pizza Express,Eating Out,46,631
15,3,2010,BRGAS-Electricity,Bills,26,605
15,3,2010,BRGAS-Gas,Bills,44,561
15,3,2010,South West Trains,Transport,35,526
15,3,2010,Wild Bean Cafe,Eating Out,2,524
15,3,2010,Pret A Manger,Eating Out,7,517
16,3,2010,LBS Council Tax,Bills,50,467
16,3,2010,Wild Bean Cafe,Eating Out,2,465
16,3,2010,Pret A Manger,Eating Out,4,461
16,3,2010,Cheam Service Station,,5,456
17,3,2010,Starbucks Coffee,Eating Out,2,454
17,3,2010,Subway,Eating Out,6,448
18,3,2010,Costa Coffee,Eating Out,2,446
18,3,2010,Pret A Manger,Eating Out,4,442
19,3,2010,Sainsburys,Groceries,42,400
19,3,2010,Costa Coffee,Eating Out,2,398
19,3,2010,Chicken Cottage,Eating Out,4,394
19,3,2010,Scott's Restaurant,Eating Out,26,368
19,3,2010,Tool Shop,,8,360
20,3,2010,VIRGIN MEDIA PYMTS,Bills,44,316
20,3,2010,ATM Cash Withdrawal,General,20,296
20,3,2010,Paying back James,,2,294
22,3,2010,South West Trains,Transport,24,270
22,3,2010,Wild Bean Cafe,Eating Out,2,268
22,3,2010,The West Cornwall Pasty Company,Eating Out,7,261
23,3,2010,Starbucks Coffee,Eating Out,2,259
23,3,2010,McDonalds,Eating Out,4,255
24,3,2010,O2,Bills,35,220
24,3,2010,Greggs,Eating Out,8,212
25,3,2010,Costa Coffee,Eating Out,2,210
26,3,2010,Waitrose,Groceries,45,165
26,3,2010,Caffe Nero,Eating Out,2,163
27,3,2010,Dominos Pizza,Eating Out,44,119
27,3,2010,ATM Cash Withdrawal,General,10,109
29,3,2010,South West Trains,Transport,34,75
29,3,2010,Chicken Cottage,Eating Out,8,67
31,3,2010,Wild Bean Cafe,Eating Out,2,65
31,3,2010,The West Cornwall Pasty Company,Eating Out,8,57
1,4,2010,Rhino Sports salary,General,1700,1757
1,4,2010,Starbucks Coffee,Eating Out,2,1755
2,4,2010,Morrisons,Groceries,71,1684
2,4,2010,Wild Bean Cafe,Eating Out,1,1683
2,4,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,28,1655
3,4,2010,ATM Cash Withdrawal,General,20,1635
4,4,2010,Scott's Restaurant,Eating Out,27,1608
4,4,2010,ATM Cash Withdrawal,General,20,1588
5,4,2010,South West Trains,Transport,29,1559
5,4,2010,McDonalds,Eating Out,8,1551
6,4,2010,Starbucks Coffee,Eating Out,2,1549
6,4,2010,Chicken Cottage,Eating Out,7,1542
6,4,2010,Paying back Julie,,6,1536
7,4,2010,Cubit and West rent,Rent,550,986
7,4,2010,Starbucks Coffee,Eating Out,2,984
7,4,2010,Pret A Manger,Eating Out,6,978
7,4,2010,ATM Cash Withdrawal,General,10,968
8,4,2010,Subway,Eating Out,8,960
9,4,2010,Morrisons,Groceries,42,918
9,4,2010,Costa Coffee,Eating Out,2,916
9,4,2010,The West Cornwall Pasty Company,Eating Out,5,911
9,4,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,26,885
10,4,2010,Red Shop,,3,882
11,4,2010,Scott's Restaurant,Eating Out,40,842
12,4,2010,South West Trains,Transport,30,812
12,4,2010,Costa Coffee,Eating Out,2,810
12,4,2010,The West Cornwall Pasty Company,Eating Out,5,805
13,4,2010,Caffe Nero,Eating Out,1,804
13,4,2010,McDonalds,Eating Out,8,796
14,4,2010,Wild Bean Cafe,Eating Out,2,794
14,4,2010,Subway,Eating Out,7,787
15,4,2010,BRGAS-Electricity,Bills,35,752
15,4,2010,BRGAS-Gas,Bills,40,712
15,4,2010,Chicken Cottage,Eating Out,4,708
16,4,2010,LBS Council Tax,Bills,50,658
16,4,2010,ASDA,Groceries,87,571
16,4,2010,Starbucks Coffee,Eating Out,1,570
16,4,2010,Dominos Pizza,Eating Out,42,528
16,4,2010,ATM Cash Withdrawal,General,20,508
18,4,2010,Anglo restaurant,Eating Out,53,455
18,4,2010,ATM Cash Withdrawal,General,20,435
19,4,2010,South West Trains,Transport,25,410
19,4,2010,Wild Bean Cafe,Eating Out,2,408
19,4,2010,Greggs,Eating Out,5,403
19,4,2010,ATM Cash Withdrawal,General,20,383
20,4,2010,VIRGIN MEDIA PYMTS,Bills,34,349
20,4,2010,Starbucks Coffee,Eating Out,2,347
20,4,2010,ATM Cash Withdrawal,General,10,337
21,4,2010,Starbucks Coffee,Eating Out,2,335
21,4,2010,Chicken Cottage,Eating Out,7,328
22,4,2010,Chicken Cottage,Eating Out,6,322
22,4,2010,Red Shop,,4,318
23,4,2010,Waitrose,Groceries,78,240
23,4,2010,Wild Bean Cafe,Eating Out,2,238
23,4,2010,Greggs,Eating Out,5,233
23,4,2010,Dominos Pizza,Eating Out,46,187
24,4,2010,O2,Bills,38,149
24,4,2010,Dominos Pizza,Eating Out,33,116
24,4,2010,Tool Tec,,1,115
26,4,2010,South West Trains,Transport,27,88
26,4,2010,Costa Coffee,Eating Out,2,86
26,4,2010,Pret A Manger,Eating Out,7,79
26,4,2010,ATM Cash Withdrawal,General,20,59
27,4,2010,Costa Coffee,Eating Out,2,57
27,4,2010,Subway,Eating Out,7,50
28,4,2010,Costa Coffee,Eating Out,1,49
28,4,2010,McDonalds,Eating Out,6,43
29,4,2010,Pret A Manger,Eating Out,5,38
29,4,2010,ATM Cash Withdrawal,General,10,28
30,4,2010,Sainsburys,Groceries,44,-16
30,4,2010,Starbucks Coffee,Eating Out,2,-18
30,4,2010,ATM Cash Withdrawal,General,20,-38
1,5,2010,Rhino Sports salary,General,1700,1662
1,5,2010,ATM Cash Withdrawal,General,10,1652
1,5,2010,Civic Shop,,8,1644
2,5,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,35,1609
2,5,2010,ATM Cash Withdrawal,General,10,1599
3,5,2010,South West Trains,Transport,35,1564
3,5,2010,Costa Coffee,Eating Out,1,1563
3,5,2010,Chicken Cottage,Eating Out,5,1558
4,5,2010,Costa Coffee,Eating Out,2,1556
4,5,2010,Greggs,Eating Out,6,1550
4,5,2010,ATM Cash Withdrawal,General,20,1530
5,5,2010,McDonalds,Eating Out,5,1525
6,5,2010,Starbucks Coffee,Eating Out,1,1524
7,5,2010,Cubit and West rent,Rent,550,974
7,5,2010,Sainsburys,Groceries,52,922
7,5,2010,Caffe Nero,Eating Out,2,920
7,5,2010,The West Cornwall Pasty Company,Eating Out,5,915
9,5,2010,Scott's Restaurant,Eating Out,31,884
10,5,2010,South West Trains,Transport,37,847
10,5,2010,Costa Coffee,Eating Out,2,845
11,5,2010,Wild Bean Cafe,Eating Out,2,843
12,5,2010,Wild Bean Cafe,Eating Out,1,842
12,5,2010,The West Cornwall Pasty Company,Eating Out,5,837
13,5,2010,Caffe Nero,Eating Out,2,835
13,5,2010,ATM Cash Withdrawal,General,10,825
14,5,2010,Sainsburys,Groceries,87,738
14,5,2010,Costa Coffee,Eating Out,1,737
14,5,2010,The West Cornwall Pasty Company,Eating Out,7,730
14,5,2010,The Grand Pub,Eating Out,5,725
14,5,2010,The Grand Pub,Eating Out,6,719
14,5,2010,The Grand Pub,Eating Out,7,712
14,5,2010,The Grand Pub,Eating Out,7,705
14,5,2010,The Grand Pub,Eating Out,16,689
14,5,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,59,630
15,5,2010,BRGAS-Electricity,Bills,35,595
15,5,2010,BRGAS-Gas,Bills,35,560
16,5,2010,LBS Council Tax,Bills,50,510
16,5,2010,Pizza Express,Eating Out,34,476
17,5,2010,South West Trains,Transport,37,439
17,5,2010,Chicken Cottage,Eating Out,8,431
17,5,2010,Paying back Julie,,5,426
18,5,2010,Starbucks Coffee,Eating Out,2,424
18,5,2010,The West Cornwall Pasty Company,Eating Out,8,416
19,5,2010,Caffe Nero,Eating Out,1,415
19,5,2010,Greggs,Eating Out,4,411
19,5,2010,ATM Cash Withdrawal,General,10,401
20,5,2010,VIRGIN MEDIA PYMTS,Bills,51,350
20,5,2010,Costa Coffee,Eating Out,1,349
20,5,2010,Subway,Eating Out,7,342
21,5,2010,Morrisons,Groceries,60,282
21,5,2010,Costa Coffee,Eating Out,2,280
21,5,2010,ATM Cash Withdrawal,General,10,270
22,5,2010,ATM Cash Withdrawal,General,20,250
22,5,2010,Paying back James,,8,242
23,5,2010,ATM Cash Withdrawal,General,20,222
23,5,2010,Civic Shop,,6,216
24,5,2010,O2,Bills,30,186
24,5,2010,South West Trains,Transport,31,155
24,5,2010,McDonalds,Eating Out,8,147
25,5,2010,Costa Coffee,Eating Out,1,146
25,5,2010,The West Cornwall Pasty Company,Eating Out,4,142
26,5,2010,Starbucks Coffee,Eating Out,2,140
26,5,2010,Tool Shop,,7,133
27,5,2010,Wild Bean Cafe,Eating Out,1,132
28,5,2010,Sainsburys,Groceries,65,67
28,5,2010,Starbucks Coffee,Eating Out,2,65
28,5,2010,The West Cornwall Pasty Company,Eating Out,5,60
28,5,2010,Pizza Express,Eating Out,27,33
28,5,2010,ATM Cash Withdrawal,General,20,13
29,5,2010,Scott's Restaurant,Eating Out,56,-43
31,5,2010,South West Trains,Transport,24,-67
31,5,2010,Wild Bean Cafe,Eating Out,1,-68
31,5,2010,Pret A Manger,Eating Out,8,-76
1,6,2010,Rhino Sports salary,General,1700,1624
1,6,2010,Caffe Nero,Eating Out,2,1622
1,6,2010,Paying back James,,3,1619
2,6,2010,Starbucks Coffee,Eating Out,1,1618
2,6,2010,McDonalds,Eating Out,5,1613
3,6,2010,Caffe Nero,Eating Out,1,1612
3,6,2010,Chicken Cottage,Eating Out,4,1608
4,6,2010,Waitrose,Groceries,72,1536
4,6,2010,Starbucks Coffee,Eating Out,2,1534
4,6,2010,Subway,Eating Out,6,1528
4,6,2010,ATM Cash Withdrawal,General,20,1508
4,6,2010,Tool Tec,,5,1503
7,6,2010,Cubit and West rent,Rent,550,953
7,6,2010,South West Trains,Transport,37,916
7,6,2010,Wild Bean Cafe,Eating Out,1,915
7,6,2010,ATM Cash Withdrawal,General,10,905
8,6,2010,Starbucks Coffee,Eating Out,2,903
9,6,2010,Wild Bean Cafe,Eating Out,2,901
9,6,2010,McDonalds,Eating Out,7,894
9,6,2010,Tool Shop,,7,887
10,6,2010,Starbucks Coffee,Eating Out,2,885
10,6,2010,Pret A Manger,Eating Out,4,881
11,6,2010,Morrisons,Groceries,44,837
11,6,2010,Wild Bean Cafe,Eating Out,1,836
11,6,2010,Subway,Eating Out,6,830
12,6,2010,Anglo restaurant,Eating Out,41,789
12,6,2010,Red Shop,,6,783
13,6,2010,Dominos Pizza,Eating Out,26,757
14,6,2010,South West Trains,Transport,24,733
14,6,2010,Wild Bean Cafe,Eating Out,2,731
14,6,2010,Subway,Eating Out,7,724
15,6,2010,BRGAS-Electricity,Bills,32,692
15,6,2010,BRGAS-Gas,Bills,36,656
16,6,2010,LBS Council Tax,Bills,50,606
16,6,2010,Wild Bean Cafe,Eating Out,2,604
16,6,2010,The West Cornwall Pasty Company,Eating Out,6,598
16,6,2010,Tool Tec,,1,597
17,6,2010,Chicken Cottage,Eating Out,7,590
17,6,2010,ATM Cash Withdrawal,General,10,580
17,6,2010,Paying back James,,7,573
18,6,2010,Sainsburys,Groceries,57,516
18,6,2010,Chicken Cottage,Eating Out,5,511
18,6,2010,Heaven Club,Eating Out,6,505
18,6,2010,Heaven Club,Eating Out,13,492
19,6,2010,ATM Cash Withdrawal,General,10,482
20,6,2010,VIRGIN MEDIA PYMTS,Bills,36,446
20,6,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,32,414
20,6,2010,ATM Cash Withdrawal,General,10,404
21,6,2010,South West Trains,Transport,32,372
21,6,2010,Pret A Manger,Eating Out,4,368
22,6,2010,Greggs,Eating Out,5,363
23,6,2010,Costa Coffee,Eating Out,1,362
24,6,2010,O2,Bills,32,330
24,6,2010,Wild Bean Cafe,Eating Out,1,329
24,6,2010,The West Cornwall Pasty Company,Eating Out,8,321
25,6,2010,Tescos,Groceries,44,277
25,6,2010,The West Cornwall Pasty Company,Eating Out,8,269
25,6,2010,Pizza Express,Eating Out,40,229
25,6,2010,ATM Cash Withdrawal,General,10,219
26,6,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,52,167
28,6,2010,South West Trains,Transport,27,140
28,6,2010,Wild Bean Cafe,Eating Out,2,138
29,6,2010,Costa Coffee,Eating Out,2,136
29,6,2010,McDonalds,Eating Out,8,128
30,6,2010,Wild Bean Cafe,Eating Out,1,127
30,6,2010,Pret A Manger,Eating Out,7,120
30,6,2010,ATM Cash Withdrawal,General,20,100
1,7,2010,Rhino Sports salary,General,1700,1800
1,7,2010,Caffe Nero,Eating Out,1,1799
1,7,2010,Chicken Cottage,Eating Out,4,1795
2,7,2010,Tescos,Groceries,44,1751
2,7,2010,Costa Coffee,Eating Out,1,1750
2,7,2010,Scott's Restaurant,Eating Out,30,1720
3,7,2010,ATM Cash Withdrawal,General,10,1710
3,7,2010,British Airways,General,139,1571
3,7,2010,Cheam Service Station,,8,1563
4,7,2010,ATM Cash Withdrawal,General,20,1543
5,7,2010,South West Trains,Transport,27,1516
5,7,2010,Costa Coffee,Eating Out,2,1514
6,7,2010,Costa Coffee,Eating Out,1,1513
6,7,2010,Subway,Eating Out,5,1508
6,7,2010,Tool Tec,,4,1504
7,7,2010,Cubit and West rent,Rent,550,954
7,7,2010,Wild Bean Cafe,Eating Out,2,952
7,7,2010,The West Cornwall Pasty Company,Eating Out,7,945
8,7,2010,Wild Bean Cafe,Eating Out,1,944
8,7,2010,ATM Cash Withdrawal,General,10,934
9,7,2010,Tescos,Groceries,62,872
9,7,2010,Wild Bean Cafe,Eating Out,1,871
9,7,2010,Chicken Cottage,Eating Out,8,863
9,7,2010,Anglo restaurant,Eating Out,39,824
9,7,2010,ATM Cash Withdrawal,General,10,814
10,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,9,805
10,7,2010,Anglo restaurant,Eating Out,56,749
10,7,2010,ATM Cash Withdrawal,General,10,739
11,7,2010,Pizza Express,Eating Out,38,701
12,7,2010,South West Trains,Transport,36,665
12,7,2010,Wild Bean Cafe,Eating Out,1,664
13,7,2010,Starbucks Coffee,Eating Out,2,662
13,7,2010,Chicken Cottage,Eating Out,4,658
14,7,2010,Costa Coffee,Eating Out,2,656
14,7,2010,Greggs,Eating Out,6,650
15,7,2010,BRGAS-Electricity,Bills,30,620
15,7,2010,BRGAS-Gas,Bills,26,594
16,7,2010,LBS Council Tax,Bills,50,544
16,7,2010,ASDA,Groceries,47,497
16,7,2010,Pizza Express,Eating Out,34,463
18,7,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,38,425
19,7,2010,South West Trains,Transport,27,398
20,7,2010,VIRGIN MEDIA PYMTS,Bills,32,366
20,7,2010,Wild Bean Cafe,Eating Out,1,365
20,7,2010,Greggs,Eating Out,6,359
21,7,2010,Starbucks Coffee,Eating Out,1,358
21,7,2010,Subway,Eating Out,6,352
21,7,2010,ATM Cash Withdrawal,General,10,342
22,7,2010,Wild Bean Cafe,Eating Out,2,340
22,7,2010,Pret A Manger,Eating Out,4,336
23,7,2010,ASDA,Groceries,49,287
23,7,2010,McDonalds,Eating Out,6,281
23,7,2010,Scott's Restaurant,Eating Out,46,235
23,7,2010,ATM Cash Withdrawal,General,10,225
24,7,2010,O2,Bills,30,195
24,7,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,41,154
26,7,2010,South West Trains,Transport,33,121
26,7,2010,Wild Bean Cafe,Eating Out,2,119
27,7,2010,Wild Bean Cafe,Eating Out,2,117
28,7,2010,Costa Coffee,Eating Out,1,116
28,7,2010,The West Cornwall Pasty Company,Eating Out,5,111
28,7,2010,Red Shop,,6,105
29,7,2010,Wild Bean Cafe,Eating Out,1,104
29,7,2010,Subway,Eating Out,8,96
30,7,2010,Waitrose,Groceries,58,38
30,7,2010,Greggs,Eating Out,6,32
30,7,2010,Scott's Restaurant,Eating Out,32,0
31,7,2010,Pizza Express,Eating Out,31,-31
1,8,2010,Rhino Sports salary,General,1700,1669
2,8,2010,South West Trains,Transport,26,1643
2,8,2010,Costa Coffee,Eating Out,2,1641
2,8,2010,McDonalds,Eating Out,7,1634
2,8,2010,ATM Cash Withdrawal,General,20,1614
4,8,2010,Starbucks Coffee,Eating Out,1,1613
4,8,2010,The West Cornwall Pasty Company,Eating Out,8,1605
4,8,2010,ATM Cash Withdrawal,General,10,1595
5,8,2010,Starbucks Coffee,Eating Out,1,1594
5,8,2010,Greggs,Eating Out,4,1590
5,8,2010,ATM Cash Withdrawal,General,10,1580
5,8,2010,Paying back James,,6,1574
6,8,2010,Tescos,Groceries,59,1515
6,8,2010,ATM Cash Withdrawal,General,20,1495
6,8,2010,Civic Shop,,6,1489
7,8,2010,Cubit and West rent,Rent,550,939
7,8,2010,Paying back Julie,,9,930
8,8,2010,Tool Tec,,1,929
9,8,2010,South West Trains,Transport,35,894
9,8,2010,Costa Coffee,Eating Out,1,893
9,8,2010,McDonalds,Eating Out,4,889
10,8,2010,Starbucks Coffee,Eating Out,2,887
11,8,2010,McDonalds,Eating Out,6,881
12,8,2010,The West Cornwall Pasty Company,Eating Out,4,877
13,8,2010,ASDA,Groceries,66,811
13,8,2010,Caffe Nero,Eating Out,1,810
13,8,2010,Pizza Express,Eating Out,31,779
13,8,2010,ATM Cash Withdrawal,General,10,769
14,8,2010,Heaven Club,Eating Out,5,764
14,8,2010,Heaven Club,Eating Out,8,756
14,8,2010,Tool Tec,,7,749
15,8,2010,BRGAS-Electricity,Bills,28,721
15,8,2010,BRGAS-Gas,Bills,42,679
15,8,2010,ATM Cash Withdrawal,General,20,659
16,8,2010,LBS Council Tax,Bills,50,609
16,8,2010,South West Trains,Transport,32,577
16,8,2010,Costa Coffee,Eating Out,2,575
16,8,2010,Chicken Cottage,Eating Out,6,569
17,8,2010,Costa Coffee,Eating Out,1,568
17,8,2010,Paying back Julie,,3,565
18,8,2010,Costa Coffee,Eating Out,2,563
19,8,2010,Starbucks Coffee,Eating Out,1,562
19,8,2010,Greggs,Eating Out,7,555
19,8,2010,Tool Tec,,1,554
20,8,2010,VIRGIN MEDIA PYMTS,Bills,30,524
20,8,2010,Tescos,Groceries,80,444
20,8,2010,Wild Bean Cafe,Eating Out,1,443
20,8,2010,Anglo restaurant,Eating Out,56,387
22,8,2010,Anglo restaurant,Eating Out,45,342
22,8,2010,Cheam Service Station,,5,337
23,8,2010,South West Trains,Transport,32,305
23,8,2010,Wild Bean Cafe,Eating Out,2,303
23,8,2010,The West Cornwall Pasty Company,Eating Out,5,298
24,8,2010,O2,Bills,30,268
24,8,2010,Costa Coffee,Eating Out,2,266
24,8,2010,The West Cornwall Pasty Company,Eating Out,6,260
25,8,2010,Caffe Nero,Eating Out,2,258
25,8,2010,ATM Cash Withdrawal,General,20,238
26,8,2010,Caffe Nero,Eating Out,2,236
26,8,2010,Greggs,Eating Out,5,231
26,8,2010,Cheam Service Station,,1,230
27,8,2010,Morrisons,Groceries,49,181
27,8,2010,McDonalds,Eating Out,8,173
27,8,2010,Ministry of Sound ClubXOYO Club,Eating Out,16,157
27,8,2010,Ministry of Sound ClubXOYO Club,Eating Out,15,142
28,8,2010,ATM Cash Withdrawal,General,20,122
30,8,2010,South West Trains,Transport,37,85
30,8,2010,Tool Tec,,7,78
31,8,2010,Wild Bean Cafe,Eating Out,1,77
31,8,2010,Subway,Eating Out,6,71
