Day,Month,Year,Description,Category,Value,Balance
11,2,2010,ATM Cash Withdrawal,General,10,873
12,2,2010,Sainsburys,Groceries,61,812
12,2,2010,Starbucks Coffee,Eating Out,2,810
13,2,2010,Tool Shop,,2,808
15,2,2010,BRGAS-Electricity,Bills,23,785
15,2,2010,BRGAS-Gas,Bills,36,749
15,2,2010,South West Trains,Transport,32,717
15,2,2010,Caffe Nero,Eating Out,2,715
15,2,2010,Chicken Cottage,Eating Out,8,707
16,2,2010,LBS Council Tax,Bills,35,672
16,2,2010,Costa Coffee,Eating Out,2,670
16,2,2010,ATM Cash Withdrawal,General,10,660
17,2,2010,Caffe Nero,Eating Out,2,658
17,2,2010,ATM Cash Withdrawal,General,10,648
18,2,2010,Starbucks Coffee,Eating Out,2,646
18,2,2010,The West Cornwall Pasty Company,Eating Out,7,639
19,2,2010,Morrisons,Groceries,61,578
19,2,2010,Costa Coffee,Eating Out,2,576
19,2,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,52,524
20,2,2010,VIRGIN MEDIA PYMTS,Bills,25,499
20,2,2010,Tool Shop,,6,493
21,2,2010,Tool Tec,,4,489
22,2,2010,South West Trains,Transport,37,452
22,2,2010,Costa Coffee,Eating Out,1,451
23,2,2010,Caffe Nero,Eating Out,2,449
24,2,2010,O2,Bills,25,424
24,2,2010,Caffe Nero,Eating Out,1,423
24,2,2010,Greggs,Eating Out,5,418
24,2,2010,ATM Cash Withdrawal,General,10,408
24,2,2010,Civic Shop,,3,405
25,2,2010,Caffe Nero,Eating Out,2,403
25,2,2010,Pret A Manger,Eating Out,7,396
26,2,2010,Tescos,Groceries,66,330
26,2,2010,Pret A Manger,Eating Out,6,324
26,2,2010,ATM Cash Withdrawal,General,20,304
27,2,2010,Anglo restaurant,Eating Out,57,247
27,2,2010,ATM Cash Withdrawal,General,10,237
28,2,2010,Paying back Julie,,9,228
1,3,2010,Rhino Sports salary,General,1600,1828
1,3,2010,South West Trains,Transport,31,1797
1,3,2010,Costa Coffee,Eating Out,2,1795
1,3,2010,The West Cornwall Pasty Company,Eating Out,5,1790
2,3,2010,Starbucks Coffee,Eating Out,2,1788
2,3,2010,Chicken Cottage,Eating Out,7,1781
2,3,2010,ATM Cash Withdrawal,General,20,1761
3,3,2010,Wild Bean Cafe,Eating Out,1,1760
3,3,2010,McDonalds,Eating Out,5,1755
3,3,2010,ATM Cash Withdrawal,General,10,1745
4,3,2010,Starbucks Coffee,Eating Out,2,1743
5,3,2010,Sainsburys,Groceries,79,1664
5,3,2010,Starbucks Coffee,Eating Out,2,1662
5,3,2010,ATM Cash Withdrawal,General,20,1642
6,3,2010,ATM Cash Withdrawal,General,20,1622
7,3,2010,Cubit and West rent,Rent,440,1182
7,3,2010,Dominos Pizza,Eating Out,49,1133
8,3,2010,South West Trains,Transport,24,1109
8,3,2010,Wild Bean Cafe,Eating Out,1,1108
8,3,2010,Greggs,Eating Out,4,1104
9,3,2010,Chicken Cottage,Eating Out,5,1099
10,3,2010,Starbucks Coffee,Eating Out,1,1098
10,3,2010,Chicken Cottage,Eating Out,4,1094
11,3,2010,Costa Coffee,Eating Out,1,1093
12,3,2010,Morrisons,Groceries,68,1025
12,3,2010,Caffe Nero,Eating Out,2,1023
12,3,2010,Chicken Cottage,Eating Out,4,1019
12,3,2010,Scott's Restaurant,Eating Out,27,992
13,3,2010,ATM Cash Withdrawal,General,10,982
13,3,2010,Cheam Service Station,,2,980
14,3,2010,Scott's Restaurant,Eating Out,44,936
14,3,2010,ATM Cash Withdrawal,General,20,916
14,3,2010,Paying back Julie,,4,912
15,3,2010,BRGAS-Electricity,Bills,26,886
15,3,2010,BRGAS-Gas,Bills,35,851
15,3,2010,South West Trains,Transport,33,818
15,3,2010,Wild Bean Cafe,Eating Out,2,816
15,3,2010,Greggs,Eating Out,6,810
15,3,2010,ATM Cash Withdrawal,General,20,790
16,3,2010,LBS Council Tax,Bills,35,755
17,3,2010,Subway,Eating Out,5,750
18,3,2010,ATM Cash Withdrawal,General,10,740
19,3,2010,Sainsburys,Groceries,62,678
19,3,2010,Starbucks Coffee,Eating Out,2,676
19,3,2010,McDonalds,Eating Out,8,668
19,3,2010,Pizza Express,Eating Out,33,635
19,3,2010,ATM Cash Withdrawal,General,20,615
19,3,2010,Tool Shop,,7,608
20,3,2010,VIRGIN MEDIA PYMTS,Bills,37,571
20,3,2010,Anglo restaurant,Eating Out,28,543
20,3,2010,Paying back Julie,,2,541
21,3,2010,ATM Cash Withdrawal,General,10,531
22,3,2010,South West Trains,Transport,32,499
22,3,2010,Caffe Nero,Eating Out,2,497
23,3,2010,Caffe Nero,Eating Out,2,495
23,3,2010,Greggs,Eating Out,8,487
24,3,2010,O2,Bills,29,458
24,3,2010,Caffe Nero,Eating Out,2,456
25,3,2010,Caffe Nero,Eating Out,2,454
25,3,2010,ATM Cash Withdrawal,General,10,444
26,3,2010,Sainsburys,Groceries,77,367
26,3,2010,Pizza Express,Eating Out,57,310
26,3,2010,ATM Cash Withdrawal,General,20,290
27,3,2010,Dominos Pizza,Eating Out,26,264
28,3,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,42,222
29,3,2010,South West Trains,Transport,28,194
29,3,2010,Starbucks Coffee,Eating Out,1,193
30,3,2010,Wild Bean Cafe,Eating Out,2,191
30,3,2010,Greggs,Eating Out,4,187
30,3,2010,ATM Cash Withdrawal,General,10,177
31,3,2010,Greggs,Eating Out,6,171
31,3,2010,ATM Cash Withdrawal,General,20,151
1,4,2010,Rhino Sports salary,General,1600,1751
1,4,2010,Caffe Nero,Eating Out,2,1749
1,4,2010,Chicken Cottage,Eating Out,4,1745
2,4,2010,Tescos,Groceries,79,1666
2,4,2010,Starbucks Coffee,Eating Out,2,1664
2,4,2010,Greggs,Eating Out,7,1657
2,4,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,38,1619
2,4,2010,ATM Cash Withdrawal,General,20,1599
3,4,2010,Pizza Express,Eating Out,56,1543
4,4,2010,ATM Cash Withdrawal,General,20,1523
5,4,2010,South West Trains,Transport,35,1488
5,4,2010,Wild Bean Cafe,Eating Out,2,1486
6,4,2010,Tool Tec,,4,1482
7,4,2010,Cubit and West rent,Rent,440,1042
7,4,2010,Wild Bean Cafe,Eating Out,2,1040
7,4,2010,The West Cornwall Pasty Company,Eating Out,8,1032
8,4,2010,Subway,Eating Out,8,1024
9,4,2010,Tescos,Groceries,78,946
9,4,2010,Costa Coffee,Eating Out,1,945
9,4,2010,Chicken Cottage,Eating Out,7,938
9,4,2010,Scott's Restaurant,Eating Out,52,886
10,4,2010,Anglo restaurant,Eating Out,32,854
10,4,2010,ATM Cash Withdrawal,General,10,844
11,4,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,48,796
11,4,2010,ATM Cash Withdrawal,General,10,786
12,4,2010,South West Trains,Transport,27,759
12,4,2010,Costa Coffee,Eating Out,2,757
12,4,2010,Subway,Eating Out,6,751
12,4,2010,ATM Cash Withdrawal,General,20,731
13,4,2010,Caffe Nero,Eating Out,2,729
13,4,2010,Pret A Manger,Eating Out,8,721
14,4,2010,Wild Bean Cafe,Eating Out,2,719
15,4,2010,BRGAS-Electricity,Bills,36,683
15,4,2010,BRGAS-Gas,Bills,31,652
15,4,2010,Chicken Cottage,Eating Out,8,644
15,4,2010,Tool Tec,,3,641
16,4,2010,LBS Council Tax,Bills,35,606
16,4,2010,Waitrose,Groceries,61,545
16,4,2010,Starbucks Coffee,Eating Out,2,543
17,4,2010,Anglo restaurant,Eating Out,27,516
19,4,2010,South West Trains,Transport,34,482
19,4,2010,Starbucks Coffee,Eating Out,2,480
19,4,2010,ATM Cash Withdrawal,General,20,460
20,4,2010,VIRGIN MEDIA PYMTS,Bills,42,418
21,4,2010,Wild Bean Cafe,Eating Out,2,416
21,4,2010,Subway,Eating Out,6,410
21,4,2010,Red Shop,,3,407
22,4,2010,Starbucks Coffee,Eating Out,2,405
22,4,2010,The West Cornwall Pasty Company,Eating Out,4,401
23,4,2010,Tescos,Groceries,49,352
23,4,2010,Caffe Nero,Eating Out,2,350
24,4,2010,O2,Bills,30,320
24,4,2010,Fabric Club,Eating Out,9,311
24,4,2010,Fabric Club,Eating Out,10,301
24,4,2010,Fabric Club,Eating Out,14,287
25,4,2010,ATM Cash Withdrawal,General,20,267
26,4,2010,South West Trains,Transport,24,243
26,4,2010,Wild Bean Cafe,Eating Out,1,242
26,4,2010,Chicken Cottage,Eating Out,7,235
27,4,2010,Subway,Eating Out,6,229
28,4,2010,Costa Coffee,Eating Out,1,228
28,4,2010,Subway,Eating Out,8,220
29,4,2010,Starbucks Coffee,Eating Out,2,218
29,4,2010,Greggs,Eating Out,8,210
29,4,2010,ATM Cash Withdrawal,General,10,200
30,4,2010,Morrisons,Groceries,40,160
30,4,2010,Costa Coffee,Eating Out,2,158
30,4,2010,Greggs,Eating Out,5,153
1,5,2010,Rhino Sports salary,General,1600,1753
1,5,2010,Scott's Restaurant,Eating Out,32,1721
1,5,2010,Tool Shop,,4,1717
3,5,2010,South West Trains,Transport,38,1679
3,5,2010,Costa Coffee,Eating Out,2,1677
3,5,2010,McDonalds,Eating Out,6,1671
3,5,2010,ATM Cash Withdrawal,General,10,1661
3,5,2010,Tool Tec,,4,1657
4,5,2010,Caffe Nero,Eating Out,1,1656
4,5,2010,Chicken Cottage,Eating Out,4,1652
5,5,2010,Caffe Nero,Eating Out,1,1651
5,5,2010,Subway,Eating Out,6,1645
6,5,2010,Wild Bean Cafe,Eating Out,2,1643
6,5,2010,ATM Cash Withdrawal,General,10,1633
7,5,2010,Cubit and West rent,Rent,440,1193
7,5,2010,Tescos,Groceries,57,1136
7,5,2010,Wild Bean Cafe,Eating Out,2,1134
7,5,2010,Chicken Cottage,Eating Out,4,1130
8,5,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,41,1089
9,5,2010,ATM Cash Withdrawal,General,20,1069
10,5,2010,South West Trains,Transport,26,1043
10,5,2010,Chicken Cottage,Eating Out,8,1035
10,5,2010,ATM Cash Withdrawal,General,20,1015
11,5,2010,Wild Bean Cafe,Eating Out,2,1013
11,5,2010,Pret A Manger,Eating Out,8,1005
12,5,2010,Costa Coffee,Eating Out,2,1003
13,5,2010,Starbucks Coffee,Eating Out,2,1001
13,5,2010,Chicken Cottage,Eating Out,4,997
13,5,2010,Civic Shop,,5,992
14,5,2010,Morrisons,Groceries,81,911
14,5,2010,Wild Bean Cafe,Eating Out,2,909
14,5,2010,ATM Cash Withdrawal,General,20,889
14,5,2010,Civic Shop,,6,883
15,5,2010,BRGAS-Electricity,Bills,34,849
15,5,2010,BRGAS-Gas,Bills,31,818
15,5,2010,Pizza Express,Eating Out,43,775
15,5,2010,ATM Cash Withdrawal,General,20,755
16,5,2010,LBS Council Tax,Bills,35,720
17,5,2010,South West Trains,Transport,35,685
17,5,2010,Starbucks Coffee,Eating Out,2,683
17,5,2010,Subway,Eating Out,8,675
17,5,2010,ATM Cash Withdrawal,General,20,655
17,5,2010,Tool Shop,,9,646
18,5,2010,Wild Bean Cafe,Eating Out,2,644
18,5,2010,ATM Cash Withdrawal,General,20,624
19,5,2010,Caffe Nero,Eating Out,2,622
19,5,2010,Chicken Cottage,Eating Out,7,615
20,5,2010,VIRGIN MEDIA PYMTS,Bills,27,588
20,5,2010,Caffe Nero,Eating Out,2,586
20,5,2010,Greggs,Eating Out,5,581
21,5,2010,Waitrose,Groceries,50,531
21,5,2010,Wild Bean Cafe,Eating Out,2,529
21,5,2010,Pret A Manger,Eating Out,5,524
22,5,2010,ATM Cash Withdrawal,General,20,504
22,5,2010,Paying back Julie,,7,497
24,5,2010,O2,Bills,29,468
24,5,2010,South West Trains,Transport,24,444
24,5,2010,Starbucks Coffee,Eating Out,2,442
24,5,2010,Pret A Manger,Eating Out,7,435
25,5,2010,Caffe Nero,Eating Out,2,433
25,5,2010,McDonalds,Eating Out,8,425
25,5,2010,ATM Cash Withdrawal,General,20,405
26,5,2010,Caffe Nero,Eating Out,1,404
27,5,2010,Caffe Nero,Eating Out,2,402
27,5,2010,Subway,Eating Out,8,394
27,5,2010,ATM Cash Withdrawal,General,10,384
28,5,2010,Waitrose,Groceries,49,335
28,5,2010,McDonalds,Eating Out,4,331
28,5,2010,Dominos Pizza,Eating Out,36,295
28,5,2010,ATM Cash Withdrawal,General,10,285
31,5,2010,South West Trains,Transport,26,259
31,5,2010,Caffe Nero,Eating Out,2,257
31,5,2010,Greggs,Eating Out,6,251
31,5,2010,ATM Cash Withdrawal,General,10,241
31,5,2010,Paying back Julie,,1,240
1,6,2010,Rhino Sports salary,General,1600,1840
1,6,2010,Caffe Nero,Eating Out,2,1838
1,6,2010,Chicken Cottage,Eating Out,8,1830
2,6,2010,Wild Bean Cafe,Eating Out,2,1828
2,6,2010,Cheam Service Station,,3,1825
3,6,2010,Wild Bean Cafe,Eating Out,2,1823
3,6,2010,Chicken Cottage,Eating Out,7,1816
3,6,2010,Tool Shop,,2,1814
4,6,2010,Waitrose,Groceries,46,1768
4,6,2010,Wild Bean Cafe,Eating Out,1,1767
4,6,2010,The West Cornwall Pasty Company,Eating Out,7,1760
4,6,2010,Anglo restaurant,Eating Out,55,1705
4,6,2010,ATM Cash Withdrawal,General,10,1695
4,6,2010,British Airways,General,173,1522
5,6,2010,ATM Cash Withdrawal,General,20,1502
7,6,2010,Cubit and West rent,Rent,440,1062
7,6,2010,South West Trains,Transport,26,1036
7,6,2010,Subway,Eating Out,5,1031
8,6,2010,Wild Bean Cafe,Eating Out,2,1029
8,6,2010,Chicken Cottage,Eating Out,4,1025
8,6,2010,Tool Shop,,2,1023
9,6,2010,The West Cornwall Pasty Company,Eating Out,4,1019
10,6,2010,Greggs,Eating Out,6,1013
11,6,2010,Sainsburys,Groceries,45,968
11,6,2010,Starbucks Coffee,Eating Out,2,966
11,6,2010,Scott's Restaurant,Eating Out,42,924
11,6,2010,ATM Cash Withdrawal,General,10,914
12,6,2010,Pizza Express,Eating Out,32,882
14,6,2010,South West Trains,Transport,36,846
14,6,2010,Pret A Manger,Eating Out,6,840
14,6,2010,Tool Tec,,4,836
15,6,2010,BRGAS-Electricity,Bills,32,804
15,6,2010,BRGAS-Gas,Bills,35,769
15,6,2010,Chicken Cottage,Eating Out,6,763
15,6,2010,ATM Cash Withdrawal,General,10,753
15,6,2010,Cheam Service Station,,7,746
16,6,2010,LBS Council Tax,Bills,35,711
16,6,2010,Costa Coffee,Eating Out,2,709
16,6,2010,Chicken Cottage,Eating Out,4,705
16,6,2010,Civic Shop,,3,702
17,6,2010,Caffe Nero,Eating Out,2,700
17,6,2010,Greggs,Eating Out,4,696
17,6,2010,ATM Cash Withdrawal,General,10,686
18,6,2010,Sainsburys,Groceries,56,630
18,6,2010,Wild Bean Cafe,Eating Out,2,628
18,6,2010,Scott's Restaurant,Eating Out,30,598
19,6,2010,Scott's Restaurant,Eating Out,35,563
20,6,2010,VIRGIN MEDIA PYMTS,Bills,25,538
20,6,2010,Scott's Restaurant,Eating Out,51,487
20,6,2010,ATM Cash Withdrawal,General,10,477
21,6,2010,South West Trains,Transport,31,446
21,6,2010,Greggs,Eating Out,7,439
22,6,2010,Caffe Nero,Eating Out,2,437
22,6,2010,Paying back Julie,,6,431
23,6,2010,Starbucks Coffee,Eating Out,2,429
23,6,2010,Pret A Manger,Eating Out,4,425
24,6,2010,O2,Bills,29,396
24,6,2010,Starbucks Coffee,Eating Out,2,394
24,6,2010,ATM Cash Withdrawal,General,20,374
25,6,2010,Waitrose,Groceries,56,318
25,6,2010,Chicken Cottage,Eating Out,8,310
26,6,2010,ATM Cash Withdrawal,General,10,300
28,6,2010,South West Trains,Transport,25,275
28,6,2010,Costa Coffee,Eating Out,1,274
28,6,2010,Pret A Manger,Eating Out,7,267
29,6,2010,Caffe Nero,Eating Out,2,265
29,6,2010,ATM Cash Withdrawal,General,10,255
30,6,2010,Pret A Manger,Eating Out,4,251
30,6,2010,ATM Cash Withdrawal,General,10,241
1,7,2010,Rhino Sports salary,General,1600,1841
1,7,2010,Starbucks Coffee,Eating Out,2,1839
1,7,2010,Greggs,Eating Out,8,1831
2,7,2010,Waitrose,Groceries,78,1753
3,7,2010,The Grand Pub,Eating Out,6,1747
3,7,2010,The Grand Pub,Eating Out,14,1733
3,7,2010,The Grand Pub,Eating Out,13,1720
3,7,2010,The Grand Pub,Eating Out,11,1709
3,7,2010,The Grand Pub,Eating Out,6,1703
3,7,2010,The Grand Pub,Eating Out,9,1694
3,7,2010,Pizza Express,Eating Out,47,1647
4,7,2010,Paying back James,,7,1640
5,7,2010,South West Trains,Transport,33,1607
5,7,2010,Caffe Nero,Eating Out,2,1605
5,7,2010,Subway,Eating Out,7,1598
6,7,2010,Wild Bean Cafe,Eating Out,2,1596
6,7,2010,Pret A Manger,Eating Out,6,1590
7,7,2010,Cubit and West rent,Rent,440,1150
7,7,2010,Costa Coffee,Eating Out,2,1148
7,7,2010,Pret A Manger,Eating Out,6,1142
8,7,2010,Subway,Eating Out,7,1135
9,7,2010,Tescos,Groceries,39,1096
9,7,2010,Starbucks Coffee,Eating Out,2,1094
9,7,2010,Anglo restaurant,Eating Out,36,1058
9,7,2010,ATM Cash Withdrawal,General,10,1048
10,7,2010,Tool Tec,,9,1039
11,7,2010,Pizza Express,Eating Out,42,997
11,7,2010,ATM Cash Withdrawal,General,20,977
12,7,2010,South West Trains,Transport,38,939
12,7,2010,Wild Bean Cafe,Eating Out,2,937
12,7,2010,McDonalds,Eating Out,8,929
13,7,2010,Costa Coffee,Eating Out,1,928
13,7,2010,McDonalds,Eating Out,5,923
14,7,2010,Wild Bean Cafe,Eating Out,1,922
14,7,2010,Pret A Manger,Eating Out,5,917
15,7,2010,BRGAS-Electricity,Bills,31,886
15,7,2010,BRGAS-Gas,Bills,23,863
15,7,2010,Starbucks Coffee,Eating Out,2,861
15,7,2010,The West Cornwall Pasty Company,Eating Out,6,855
16,7,2010,LBS Council Tax,Bills,35,820
16,7,2010,Tescos,Groceries,49,771
16,7,2010,Wild Bean Cafe,Eating Out,2,769
16,7,2010,The West Cornwall Pasty Company,Eating Out,8,761
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,12,749
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,12,737
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,10,727
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,5,722
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,13,709
17,7,2010,Ministry of Sound ClubXOYO Club,Eating Out,15,694
17,7,2010,Dominos Pizza,Eating Out,42,652
17,7,2010,ATM Cash Withdrawal,General,20,632
19,7,2010,South West Trains,Transport,25,607
19,7,2010,Costa Coffee,Eating Out,2,605
19,7,2010,Greggs,Eating Out,8,597
19,7,2010,Paying back James,,2,595
20,7,2010,VIRGIN MEDIA PYMTS,Bills,32,563
20,7,2010,Starbucks Coffee,Eating Out,2,561
20,7,2010,Greggs,Eating Out,8,553
20,7,2010,ATM Cash Withdrawal,General,10,543
20,7,2010,Civic Shop,,5,538
21,7,2010,Costa Coffee,Eating Out,2,536
21,7,2010,Pret A Manger,Eating Out,5,531
21,7,2010,Paying back James,,9,522
22,7,2010,Costa Coffee,Eating Out,2,520
22,7,2010,McDonalds,Eating Out,7,513
23,7,2010,Waitrose,Groceries,65,448
23,7,2010,Starbucks Coffee,Eating Out,2,446
23,7,2010,Dominos Pizza,Eating Out,56,390
23,7,2010,ATM Cash Withdrawal,General,10,380
24,7,2010,O2,Bills,28,352
24,7,2010,Anglo restaurant,Eating Out,49,303
25,7,2010,Dominos Pizza,Eating Out,45,258
25,7,2010,Tool Tec,,4,254
26,7,2010,South West Trains,Transport,36,218
26,7,2010,Wild Bean Cafe,Eating Out,1,217
26,7,2010,Chicken Cottage,Eating Out,8,209
27,7,2010,Costa Coffee,Eating Out,1,208
27,7,2010,Pret A Manger,Eating Out,5,203
28,7,2010,Wild Bean Cafe,Eating Out,2,201
28,7,2010,ATM Cash Withdrawal,General,20,181
29,7,2010,Costa Coffee,Eating Out,1,180
29,7,2010,Subway,Eating Out,6,174
29,7,2010,Paying back Julie,,2,172
30,7,2010,Tescos,Groceries,73,99
30,7,2010,Wild Bean Cafe,Eating Out,2,97
30,7,2010,Greggs,Eating Out,6,91
30,7,2010,Anglo restaurant,Eating Out,53,38
31,7,2010,Pizza Express,Eating Out,42,-4
1,8,2010,Rhino Sports salary,General,1600,1596
2,8,2010,South West Trains,Transport,29,1567
2,8,2010,Caffe Nero,Eating Out,1,1566
2,8,2010,Greggs,Eating Out,8,1558
2,8,2010,ATM Cash Withdrawal,General,10,1548
3,8,2010,Wild Bean Cafe,Eating Out,2,1546
3,8,2010,Pret A Manger,Eating Out,4,1542
4,8,2010,Starbucks Coffee,Eating Out,2,1540
4,8,2010,ATM Cash Withdrawal,General,20,1520
4,8,2010,Cheam Service Station,,5,1515
5,8,2010,Starbucks Coffee,Eating Out,2,1513
5,8,2010,Greggs,Eating Out,6,1507
5,8,2010,ATM Cash Withdrawal,General,20,1487
6,8,2010,ASDA,Groceries,50,1437
6,8,2010,Wild Bean Cafe,Eating Out,1,1436
6,8,2010,McDonalds,Eating Out,6,1430
6,8,2010,Dominos Pizza,Eating Out,59,1371
6,8,2010,ATM Cash Withdrawal,General,20,1351
7,8,2010,Cubit and West rent,Rent,440,911
7,8,2010,Dominos Pizza,Eating Out,32,879
7,8,2010,ATM Cash Withdrawal,General,20,859
8,8,2010,ATM Cash Withdrawal,General,10,849
9,8,2010,South West Trains,Transport,28,821
9,8,2010,Pret A Manger,Eating Out,6,815
9,8,2010,ATM Cash Withdrawal,General,10,805
10,8,2010,ATM Cash Withdrawal,General,20,785
10,8,2010,Red Shop,,4,781
11,8,2010,Starbucks Coffee,Eating Out,2,779
11,8,2010,Chicken Cottage,Eating Out,8,771
12,8,2010,Starbucks Coffee,Eating Out,1,770
12,8,2010,Subway,Eating Out,4,766
12,8,2010,Paying back James,,7,759
13,8,2010,Tescos,Groceries,57,702
13,8,2010,ATM Cash Withdrawal,General,20,682
14,8,2010,ATM Cash Withdrawal,General,10,672
15,8,2010,BRGAS-Electricity,Bills,26,646
15,8,2010,BRGAS-Gas,Bills,28,618
15,8,2010,Restaurant Gordon RamsayPortland Restaurant,Eating Out,27,591
16,8,2010,LBS Council Tax,Bills,35,556
16,8,2010,South West Trains,Transport,38,518
16,8,2010,Caffe Nero,Eating Out,1,517
16,8,2010,Chicken Cottage,Eating Out,4,513
17,8,2010,Chicken Cottage,Eating Out,4,509
18,8,2010,Chicken Cottage,Eating Out,5,504
19,8,2010,Wild Bean Cafe,Eating Out,1,503
19,8,2010,Greggs,Eating Out,6,497
